run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,selected_structure_parameters,true_class,predicted_class,target_score,selected_temperature,similarity_prediction_raw,similarity_prediction_bounded,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,1,2.0,0.05,2.2050608653110357,2.2050608653110357,0.8912055492401123,0.9202877283096312,0.9153510332107544,0.7989273071289062
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,1,2.0,0.05,2.049426167108096,2.049426167108096,0.9170346856117249,0.9397062063217164,0.9131330251693726,0.8139102458953857
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.373979190628795,2.373979190628795,0.9077085256576538,0.9330205321311952,0.9466290473937988,0.860375165939331
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.291602559978535,2.291602559978535,0.8725534081459045,0.8996299505233765,0.905935764312744,0.801395058631897
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.342179584702317,2.342179584702317,0.9003287553787231,0.9282880425453186,0.939567804336548,0.840280294418335
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.061007583316819,3.061007583316819,0.8746872544288635,0.8948675990104675,0.9155051708221436,0.9444209933280944
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,2.787301418008161,2.787301418008161,0.8836217522621155,0.9074153900146484,0.9197351932525636,0.9220699071884156
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,2.976874626796823,2.976874626796823,0.87975013256073,0.8986796140670776,0.9163760542869568,0.9391329288482666
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,1,1.0,0.05,2.0626232008743277,2.0626232008743277,0.9182917475700378,0.9353116750717164,0.9153510332107544,0.8191631436347961
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,1,1.0,0.05,2.248915697943472,2.248915697943472,0.9058091640472412,0.9070976972579956,0.8928617238998413,0.8738774657249451
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,0,1.0,0.05,2.0644908702941325,2.0644908702941325,0.9262096285820008,0.9210750460624696,0.8881340026855469,0.874335765838623
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,1,2.0,0.05,2.424035462721629,2.424035462721629,0.907595992088318,0.9236164093017578,0.9173714518547058,0.8982734680175781
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,0,2.0,0.05,1.8940821367556933,1.8940821367556933,0.9424989223480223,0.9374525547027588,0.9088780879974364,0.8325949311256409
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,0,2.0,0.05,1.9194723583777689,1.9194723583777689,0.9390116930007936,0.9221869111061096,0.8944836854934692,0.8588240146636963
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,1,3.0,0.05,2.4407924339600293,2.4407924339600293,0.9044688940048218,0.9155158996582032,0.9029393196105956,0.9007764458656312
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,1,3.0,0.05,2.4305796894939617,2.4305796894939617,0.8998528122901917,0.9256812334060668,0.9127681255340576,0.8946774005889893
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.2896889544356105,2.2896889544356105,0.9255902767181396,0.9164566397666932,0.9380741119384766,0.8747941255569458
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.066770857836054,3.066770857836054,0.8694754838943481,0.8804137110710144,0.9092844128608704,0.936171531677246
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,2.936485179041203,2.936485179041203,0.8894292116165161,0.9020150899887084,0.9219747185707092,0.9416006207466124
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.028806611370394,3.028806611370394,0.8860043287277222,0.8815255165100098,0.9023172855377196,0.9425525665283204
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,3,1.0,0.05,3.045209336639141,3.045209336639141,0.730246365070343,0.7323811054229736,0.7736724615097046,0.7913962006568909
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,3,1.0,0.05,3.0668175193314395,3.0668175193314395,0.7238433361053467,0.7169743180274963,0.7405781745910645,0.7837108373641968
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,3,1.0,0.05,2.9049269003306826,2.9049269003306826,0.7239921689033508,0.7036321759223938,0.7263948917388916,0.7633787393569946
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,3,2.0,0.05,3.1315329491215302,3.1315329491215302,0.6559411287307739,0.6535996198654175,0.687701940536499,0.7250494360923767
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,2,2.0,0.05,2.579526471550249,2.579526471550249,0.7621126770973206,0.7639889121055603,0.7775293588638306,0.7683401703834534
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,3,2.0,0.05,3.2928662969871816,3.2928662969871816,0.67946857213974,0.6844133734703064,0.7221648693084717,0.7709667086601257
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,3,3.0,0.05,3.39911647334252,3.39911647334252,0.5917615294456482,0.6003903150558472,0.6414195895195007,0.6990749835968018
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,3,3.0,0.05,3.1527405764219427,3.1527405764219427,0.6732145547866821,0.6605883240699768,0.688448429107666,0.7405173778533936
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,3,3.0,0.05,3.2033533658844147,3.2033533658844147,0.6925724744796753,0.6964847445487976,0.737467885017395,0.7733014822006226
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.1655444510513044,3.1655444510513044,0.6581747531890869,0.6440696120262146,0.6742651462554932,0.726508617401123
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.329194723648889,3.329194723648889,0.667853832244873,0.670912504196167,0.7093501091003418,0.7629896402359009
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.378443840675056,3.378443840675056,0.6769372224807739,0.6650356650352478,0.6988992691040039,0.7706750631332397
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,0,1.0,0.05,2.0512785366683755,2.0512785366683755,0.9230762720108032,0.9198044538497924,0.9013187289237976,0.8535710573196411
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,1,1.0,0.05,2.334077062279261,2.334077062279261,0.922784686088562,0.9237751960754396,0.91513192653656,0.9021865129470824
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",0,0,1.0,0.05,2.1972833898021777,2.1972833898021777,0.908042848110199,0.9001091122627258,0.8985848426818848,0.860833466053009
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,1,2.0,0.05,1.986471544084947,1.986471544084947,0.9167102575302124,0.9311426281929016,0.9037177562713624,0.7978343367576599
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,1,2.0,0.05,2.004563028293335,2.004563028293335,0.9339838027954102,0.9425606727600098,0.9210996627807616,0.8282234072685242
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",1,1,2.0,0.05,2.085117623064101,2.085117623064101,0.9214138388633728,0.9271107316017152,0.8973807096481323,0.8646055459976196
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.551048185838068,2.551048185838068,0.8644843101501465,0.8871225118637085,0.90625262260437,0.8621379137039185
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.4262180142003347,2.4262180142003347,0.8975309133529663,0.9197619557380676,0.9399752020835876,0.8604809045791626
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",2,2,3.0,0.05,2.615337931104305,2.615337931104305,0.8837706446647644,0.8986794948577881,0.923592209815979,0.8907289505004883
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.2125264708661225,3.2125264708661225,0.8443100452423096,0.8473764061927795,0.8875118494033813,0.9256460666656494
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,3.049683985870844,3.049683985870844,0.8444589972496033,0.8592889308929443,0.897838294506073,0.9111410975456238
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,multicentroid,1000,42,51,50,"{""centroids_per_class"":2}",3,3,4.0,0.05,2.978919436883875,2.978919436883875,0.8681353330612183,0.8881966471672058,0.9168736934661864,0.9280630946159364
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,2,1.0,0.05,2.518174329068609,2.518174329068609,0.8210152387619019,0.8087364435195923,0.8360931277275085,0.8133852481842041
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,1,1.0,0.05,2.2907691506628187,2.2907691506628187,0.8741222620010376,0.8752662539482117,0.8710582852363586,0.843215823173523
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,1,1.0,0.05,2.310741588043725,2.310741588043725,0.8659626245498657,0.8686302304267883,0.8610491752624512,0.8404316902160645
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",1,1,2.0,0.05,2.1965476971937496,2.1965476971937496,0.8648561239242554,0.8774782419204712,0.8431662917137146,0.8316813707351685
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",1,2,2.0,0.05,2.3169648824787945,2.3169648824787945,0.8643028736114502,0.8608032464981079,0.8727933168411255,0.8273062109947205
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",1,1,2.0,0.05,2.175137723353941,2.175137723353941,0.840686559677124,0.8552237153053284,0.8406926989555359,0.7837534546852112
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",2,2,3.0,0.05,2.587183112730637,2.587183112730637,0.8496432304382324,0.8522955775260925,0.8686561584472656,0.8559435606002808
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",2,2,3.0,0.05,2.572346557571281,2.572346557571281,0.8572496175765991,0.8601226210594177,0.8917438983917236,0.8535571694374084
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",2,1,3.0,0.05,2.4076896499814326,2.4076896499814326,0.8817287087440491,0.9077655076980592,0.9040035605430604,0.8662847876548767
sub-cp009_ses-20210129_level-04B_run-004,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",3,3,4.0,0.05,3.0923986310745875,3.0923986310745875,0.7954298853874207,0.8268232941627502,0.8555775284767151,0.8748867511749268
sub-cp009_ses-20210129_level-04B_run-006,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",3,3,4.0,0.05,2.973297518034249,2.973297518034249,0.8186641335487366,0.8491216897964478,0.8795995116233826,0.8823933601379395
sub-cp009_ses-20210129_level-04B_run-009,sub-cp009,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",3,3,4.0,0.05,3.075361296012453,3.075361296012453,0.8253024816513062,0.8625006079673767,0.885204553604126,0.9053913950920104
sub-cp013_ses-20210319_level-01B_run-001,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,2,1.0,0.05,2.711586733312301,2.711586733312301,0.8781329393386841,0.874925971031189,0.9052226543426514,0.897109866142273
sub-cp013_ses-20210319_level-01B_run-007,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,0,1.0,0.05,2.496781704080444,2.496781704080444,0.8544019460678101,0.8098765015602112,0.8430328965187073,0.8471325039863586
sub-cp013_ses-20210319_level-01B_run-012,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,0,1.0,0.05,2.118356807812435,2.118356807812435,0.8998458981513977,0.8922815322875977,0.8691850900650024,0.853358268737793
sub-cp013_ses-20210319_level-02B_run-003,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",1,3,2.0,0.05,2.662557882500884,2.662557882500884,0.844802737236023,0.8568897247314453,0.8627840876579285,0.8654893040657043
sub-cp013_ses-20210319_level-02B_run-008,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",1,2,2.0,0.05,2.9619890563418907,2.9619890563418907,0.7986106872558594,0.8183497786521912,0.8666542768478394,0.8555458188056946
sub-cp013_ses-20210319_level-02B_run-010,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",1,3,2.0,0.05,2.7806312870431773,2.7806312870431773,0.8377495408058167,0.8446620106697083,0.8638517260551453,0.8696359395980835
sub-cp013_ses-20210319_level-03B_run-002,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",2,2,3.0,0.05,2.80208478620229,2.80208478620229,0.8143768906593323,0.8370805978775024,0.857045590877533,0.8531333804130554
sub-cp013_ses-20210319_level-03B_run-005,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",2,2,3.0,0.05,2.8737074421678006,2.8737074421678006,0.7724721431732178,0.7911458611488342,0.8254167437553406,0.817628026008606
sub-cp013_ses-20210319_level-03B_run-011,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",2,3,3.0,0.05,2.8614348783625774,2.8614348783625774,0.8417602181434631,0.8543374538421631,0.874528169631958,0.884978711605072
sub-cp013_ses-20210319_level-04B_run-004,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",3,3,4.0,0.05,3.0590607838028525,3.0590607838028525,0.7049819231033325,0.7358459234237671,0.7621592283248901,0.7798722386360168
sub-cp013_ses-20210319_level-04B_run-006,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",3,3,4.0,0.05,2.8474691828368197,2.8474691828368197,0.8605689406394958,0.8470209240913391,0.8722594380378723,0.8951398730278015
sub-cp013_ses-20210319_level-04B_run-009,sub-cp013,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",3,3,4.0,0.05,3.090033826633518,3.090033826633518,0.7975244522094727,0.8027409911155701,0.8224807977676392,0.8641351461410522
sub-cp015_ses-20210504_level-01B_run-001,sub-cp015,2,multicentroid,1000,42,51,50,"{""centroids_per_class"":3}",0,0,1.0,0.05,1.746782321121638,1.746782321121638,0.916837215423584,0.8797727227210999,0.8574373126029968,0.8057113885879517
