run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,selected_structure_parameters,true_class,predicted_class,target_score,selected_temperature,similarity_prediction_raw,similarity_prediction_bounded,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.8174745878500658,3.8174745878500658,0.3084419369697571,0.4237120449542999,0.5002572536468506,0.5973083972930908
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,1.9942576450183795,1.9942576450183795,0.4499916136264801,0.5363144278526306,0.4331711530685425,0.3445690274238586
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,1.975467337580624,1.975467337580624,0.4502390921115875,0.5768516659736633,0.4166251420974731,0.3179824352264404
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,1.968111324605658,1.968111324605658,0.4638974368572235,0.5477704405784607,0.4363405108451843,0.3486660718917846
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.081101972736428,2.081101972736428,0.3291886746883392,0.6052700877189636,0.4780795276165008,0.3564234673976898
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,2.623907256113293,2.623907256113293,0.2999055683612823,0.5324369668960571,0.5573692321777344,0.3213511109352112
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.10486266485331,2.10486266485331,0.3409441411495209,0.5834675431251526,0.4721676111221313,0.3473899066448211
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.727352874741762,2.727352874741762,0.253807783126831,0.5356405377388,0.5754830241203308,0.4210454821586609
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.7671450873550807,2.7671450873550807,0.2912681698799133,0.5058076977729797,0.5633972883224487,0.3499778211116791
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.859971694787534,2.859971694787534,0.2808395028114319,0.4948029518127441,0.5760994553565979,0.4008018970489502
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.8545479785550674,3.8545479785550674,0.2217789888381958,0.4731436967849731,0.5032275915145874,0.6312103867530823
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.3723979675109037,3.3723979675109037,0.2632951736450195,0.4808769226074219,0.5367441177368164,0.5508028864860535
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.80074517367864,3.80074517367864,0.2401164919137954,0.4547477960586548,0.5258530378341675,0.6174414157867432
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,2.102183800569244,2.102183800569244,0.3336038589477539,0.614489734172821,0.5052124857902527,0.3200603723526001
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,2.372476022502591,2.372476022502591,0.4127624034881592,0.5122342705726624,0.4595906138420105,0.4341211318969726
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,2.1631479928225823,2.1631479928225823,0.3950479328632355,0.5623451471328735,0.4362304806709289,0.4325331747531891
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,2.847202250534936,2.847202250534936,0.2921787202358246,0.5091503858566284,0.5626738667488098,0.4593308866024017
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.036635839687008,2.036635839687008,0.4057082533836365,0.6110390424728394,0.4597832560539245,0.3287036120891571
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.05558713462382,2.05558713462382,0.4324615597724914,0.5737383365631104,0.4446853399276733,0.3872607946395874
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.9786727123791,2.9786727123791,0.2863292098045349,0.5030113458633423,0.5269874930381775,0.500442624092102
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,1,3.0,0.05,2.553327075937305,2.553327075937305,0.2886309623718261,0.5525741577148438,0.5446611046791077,0.4483582079410553
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.8445189241652784,2.8445189241652784,0.3478521406650543,0.5000617504119873,0.5809880495071411,0.3972680270671844
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.866096074425328,3.866096074425328,0.2592347264289856,0.4640184938907623,0.4843377768993377,0.6229281425476074
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.795106044277488,3.795106044277488,0.2929804623126983,0.4701206684112549,0.4853615760803222,0.6035492420196533
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.957636075542631,3.957636075542631,0.3058787882328033,0.4388993680477142,0.4380151927471161,0.6536275148391724
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,3,1.0,0.05,3.456911105096919,3.456911105096919,0.2472880333662033,0.3797215521335602,0.4451390504837036,0.4702638685703277
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,2.90003265045918,2.90003265045918,0.2942846417427063,0.4232548177242279,0.3754597902297973,0.4187728762626648
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,3,1.0,0.05,2.921988110275967,2.921988110275967,0.3218390941619873,0.4041380584239959,0.3535889983177185,0.4121043980121612
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,3.178907687137129,3.178907687137129,0.2102395296096801,0.3633736968040466,0.3995177745819092,0.3982506394386291
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.516273720974588,2.516273720974588,0.264869749546051,0.480017602443695,0.4690311551094055,0.3649251759052276
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,3.1836212816816287,3.1836212816816287,0.2262094020843505,0.3794743120670318,0.4207955300807953,0.4162983000278473
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,3,3.0,0.05,3.543761339015284,3.543761339015284,0.1886571496725082,0.3126703202724457,0.3809805512428283,0.4198086261749267
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,3,3.0,0.05,3.188719612686212,3.188719612686212,0.2712188065052032,0.3836963474750519,0.349033921957016,0.4148866534233093
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,3.092470986235897,3.092470986235897,0.2181866616010666,0.3927983343601227,0.4393298625946045,0.4141390025615692
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.2343837343394712,3.2343837343394712,0.3038862347602844,0.3473824858665466,0.3354947566986084,0.4035704433917999
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.4615877919317666,3.4615877919317666,0.2161241471767425,0.373805284500122,0.3893542885780334,0.4441084563732147
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.798949660835676,3.798949660835676,0.2900136709213257,0.3413515090942383,0.3453361690044403,0.4865256547927856
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,2.0964659513387414,2.0964659513387414,0.4361940324306488,0.5614168047904968,0.4731642603874206,0.3561902344226837
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,1,1.0,0.05,2.644332700191109,2.644332700191109,0.4031462967395782,0.515819787979126,0.4562975764274597,0.4834023714065552
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",0,2,1.0,0.05,2.523043806416968,2.523043806416968,0.4106999039649963,0.4976430237293243,0.5108382105827332,0.389450341463089
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.124198370316386,2.124198370316386,0.3793143630027771,0.5772153735160828,0.4847458004951477,0.3035869300365448
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.165440937478578,2.165440937478578,0.3857882618904114,0.5665916204452515,0.4879872798919678,0.3487424254417419
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",1,1,2.0,0.05,2.2108667967698508,2.2108667967698508,0.4164521098136902,0.5416341423988342,0.4788674712181091,0.3892993032932281
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.7237113137604405,2.7237113137604405,0.2412003129720688,0.5438349843025208,0.585559606552124,0.4119535088539123
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.8401668803367133,2.8401668803367133,0.2462837249040603,0.5288037061691284,0.6064022183418274,0.402147501707077
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.997542012165229,2.997542012165229,0.3133234083652496,0.4576317369937897,0.5770787596702576,0.4614582061767578
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.963752478733406,3.963752478733406,0.261355459690094,0.4561168849468231,0.4229789674282074,0.6682144403457642
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.768492569110622,3.768492569110622,0.2332455664873123,0.4881126284599304,0.4862343370914459,0.6075932383537292
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,onlinehd,1000,42,51,50,"{""epochs"":1,""learning_rate"":0.05,""margin_threshold"":0.0}",3,3,4.0,0.05,3.463200814285696,3.463200814285696,0.2437761127948761,0.4869921505451202,0.5233861207962036,0.5627263188362122
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0,2,1.0,0.05,2.68446228731764,2.68446228731764,0.4279778003692627,0.3215896487236023,0.4663828015327453,0.4183809161186218
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0,2,1.0,0.05,2.358564459557967,2.358564459557967,0.453679084777832,0.3966026902198791,0.4823190867900848,0.3743170201778412
sub-cp009_ses-20210129_level-01B_run-012,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",0,2,1.0,0.05,2.6664367187234097,2.6664367187234097,0.4013372659683227,0.4287564754486084,0.4889914691448211,0.3813544809818268
sub-cp009_ses-20210129_level-02B_run-003,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,2.6456597454583988,2.6456597454583988,0.3997183740139007,0.425292432308197,0.4927580058574676,0.3440091907978058
sub-cp009_ses-20210129_level-02B_run-008,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,2.625338221551266,2.625338221551266,0.4280378818511963,0.4071030616760254,0.5035414695739746,0.3582804501056671
sub-cp009_ses-20210129_level-02B_run-010,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",1,2,2.0,0.05,2.5642053807754817,2.5642053807754817,0.3947088122367859,0.4621409475803375,0.5009964108467102,0.2539670765399933
sub-cp009_ses-20210129_level-03B_run-002,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.9320591092923127,2.9320591092923127,0.4005858600139618,0.381782978773117,0.4829180240631103,0.4371609687805176
sub-cp009_ses-20210129_level-03B_run-005,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.9670550092069568,2.9670550092069568,0.3807068169116974,0.3819001913070678,0.5783951878547668,0.3898417055606842
sub-cp009_ses-20210129_level-03B_run-011,sub-cp009,2,onlinehd,1000,42,51,50,"{""epochs"":5,""learning_rate"":0.05,""margin_threshold"":0.0}",2,2,3.0,0.05,2.937276238095545,2.937276238095545,0.3479083180427551,0.4386758208274841,0.565395176410675,0.3969988524913788
