run_key,subject_id,outer_fold,variant,dimension,seed,levels,feature_k,selected_structure_parameters,true_class,predicted_class,target_score,selected_temperature,similarity_prediction_raw,similarity_prediction_bounded,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp011_ses-20210408_level-01B_run-012,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.9497236614149116,1.9497236614149116,0.8819527626037598,0.8727605938911438,0.7898190021514893,0.8311023116111755
sub-cp011_ses-20210408_level-02B_run-003,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,2,2.0,0.05,2.8676724461604417,2.8676724461604417,0.7286596298217773,0.752307653427124,0.7903041839599609,0.774034321308136
sub-cp011_ses-20210408_level-02B_run-008,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,2.199595754424175,2.199595754424175,0.8756740689277649,0.884188175201416,0.850496768951416,0.8438398838043213
sub-cp011_ses-20210408_level-02B_run-010,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,2,2.0,0.05,2.477138553417121,2.477138553417121,0.844551682472229,0.8807655572891235,0.8979939222335815,0.8203756809234619
sub-cp011_ses-20210408_level-03B_run-002,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.808701271922545,2.808701271922545,0.7534111738204956,0.7830517292022705,0.8390181064605713,0.7843481302261353
sub-cp011_ses-20210408_level-03B_run-005,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,1,3.0,0.05,2.3856661390565685,2.3856661390565685,0.8573989868164062,0.875740647315979,0.8683152794837952,0.8416444659233093
sub-cp011_ses-20210408_level-03B_run-011,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.6831033799200155,2.6831033799200155,0.819534957408905,0.8434087038040161,0.8779062628746033,0.8342027068138123
sub-cp011_ses-20210408_level-04B_run-004,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,2.962947119963728,2.962947119963728,0.7984817624092102,0.796909511089325,0.8285101652145386,0.8486505150794983
sub-cp011_ses-20210408_level-04B_run-006,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.320386787362841,3.320386787362841,0.791824460029602,0.8085440397262573,0.8487409353256226,0.8932331204414368
sub-cp011_ses-20210408_level-04B_run-009,sub-cp011,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,2.8367591214703305,2.8367591214703305,0.8371203541755676,0.8539211750030518,0.8328061699867249,0.882064938545227
sub-cp016_ses-20210528_level-01B_run-001,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.355598279603797,1.355598279603797,0.9494286775588988,0.8836846947669983,0.8193219900131226,0.7607132792472839
sub-cp016_ses-20210528_level-01B_run-007,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.528036449294598,1.528036449294598,0.890801191329956,0.8324917554855347,0.8056828379631042,0.736411452293396
sub-cp016_ses-20210528_level-01B_run-012,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.3792170286885408,1.3792170286885408,0.934867799282074,0.8519085049629211,0.8183914422988892,0.7731959819793701
sub-cp016_ses-20210528_level-02B_run-003,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,0,2.0,0.05,1.8547614151363097,1.8547614151363097,0.8992070555686951,0.8987353444099426,0.8661264777183533,0.7549986839294434
sub-cp016_ses-20210528_level-02B_run-008,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,1.896260412062016,1.896260412062016,0.8884625434875488,0.9113072156906128,0.8606638312339783,0.7358614802360535
sub-cp016_ses-20210528_level-02B_run-010,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,1.882490122661158,1.882490122661158,0.8888421058654785,0.922415554523468,0.8541329503059387,0.7332843542098999
sub-cp016_ses-20210528_level-03B_run-002,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.366547255826261,2.366547255826261,0.8302845358848572,0.8639602661132812,0.8836763501167297,0.7349380254745483
sub-cp016_ses-20210528_level-03B_run-005,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.2999842040054523,2.2999842040054523,0.8471546173095703,0.8773760795593262,0.8894957304000854,0.7440969347953796
sub-cp016_ses-20210528_level-03B_run-011,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.293800978959465,2.293800978959465,0.8389307260513306,0.8752589821815491,0.8826018571853638,0.734174907207489
sub-cp016_ses-20210528_level-04B_run-004,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.242803685238699,3.242803685238699,0.8551162481307983,0.8483985066413879,0.8847048878669739,0.9353521466255188
sub-cp016_ses-20210528_level-04B_run-006,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.1622874769166565,3.1622874769166565,0.8639249205589294,0.8581887483596802,0.8871092200279236,0.9347935318946838
sub-cp016_ses-20210528_level-04B_run-009,sub-cp016,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,2.9402558473961906,2.9402558473961906,0.8609474897384644,0.84505295753479,0.884341835975647,0.9044387936592102
sub-cp027_ses-20210722_level-01B_run-001,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.613706103210123,1.613706103210123,0.9222902059555054,0.9072895050048828,0.833220362663269,0.7606230974197388
sub-cp027_ses-20210722_level-01B_run-007,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.6440102837634398,1.6440102837634398,0.918780505657196,0.9156015515327454,0.8317245841026306,0.7445248365402222
sub-cp027_ses-20210722_level-01B_run-012,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.652948196325837,1.652948196325837,0.9200048446655272,0.8998976945877075,0.8441619873046875,0.7734813690185547
sub-cp027_ses-20210722_level-02B_run-003,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,2.012012254908916,2.012012254908916,0.8889983892440796,0.9488593339920044,0.8833073377609253,0.7660696506500244
sub-cp027_ses-20210722_level-02B_run-008,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,2.0880465707190217,2.0880465707190217,0.8780325055122375,0.9208734631538392,0.8892534971237183,0.7521044015884399
sub-cp027_ses-20210722_level-02B_run-010,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,1.982017727617489,1.982017727617489,0.8859118223190308,0.9315651655197144,0.8722912073135376,0.7597904205322266
sub-cp027_ses-20210722_level-03B_run-002,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.4575868898005364,2.4575868898005364,0.8531030416488647,0.8998362421989441,0.914544939994812,0.8183155655860901
sub-cp027_ses-20210722_level-03B_run-005,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,1,3.0,0.05,2.1344433211240608,2.1344433211240608,0.8643403649330139,0.9008305668830872,0.8805948495864868,0.7563773989677429
sub-cp027_ses-20210722_level-03B_run-011,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.3226027284188238,2.3226027284188238,0.8694148659706116,0.9137157797813416,0.9163256287574768,0.7943814992904663
sub-cp027_ses-20210722_level-04B_run-004,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.2896747483109303,3.2896747483109303,0.8410040736198425,0.8626552820205688,0.8986780047416687,0.9405028223991394
sub-cp027_ses-20210722_level-04B_run-006,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.0636437002085115,3.0636437002085115,0.8424973487854004,0.8492918610572815,0.9034475684165956,0.9083872437477112
sub-cp027_ses-20210722_level-04B_run-009,sub-cp027,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.2440723749209464,3.2440723749209464,0.843550443649292,0.8479481935501099,0.9004631638526917,0.9312143921852112
sub-cp033_ses-20211215_level-01B_run-001,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,1,1.0,0.05,1.9664635601743177,1.9664635601743177,0.8936865329742432,0.923084318637848,0.8782217502593994,0.7625045776367188
sub-cp033_ses-20211215_level-01B_run-007,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,2.0624288778717386,2.0624288778717386,0.8856526613235474,0.8552964329719543,0.8545599579811096,0.8264545798301697
sub-cp033_ses-20211215_level-01B_run-012,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.8277450183305677,1.8277450183305677,0.9022268056869508,0.8846225738525391,0.8220409750938416,0.825774073600769
sub-cp033_ses-20211215_level-02B_run-003,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,2,2.0,0.05,2.429319592726608,2.429319592726608,0.8732867240905762,0.8721976280212402,0.8919705152511597,0.8517088890075684
sub-cp033_ses-20211215_level-02B_run-008,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,0,2.0,0.05,1.7604561185247192,1.7604561185247192,0.9086728692054749,0.9030882716178894,0.8515299558639526,0.7738119959831238
sub-cp033_ses-20211215_level-02B_run-010,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,0,2.0,0.05,1.59268660875207,1.59268660875207,0.9256671667099,0.8868153691291809,0.8330097794532776,0.7973259091377258
sub-cp033_ses-20211215_level-03B_run-002,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,1,3.0,0.05,2.3831186286474595,2.3831186286474595,0.8735122680664062,0.8739680051803589,0.863950788974762,0.8610522747039795
sub-cp033_ses-20211215_level-03B_run-005,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.4479316744723327,2.4479316744723327,0.8654566407203674,0.8735494613647461,0.8825207352638245,0.8525073528289795
sub-cp033_ses-20211215_level-03B_run-011,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.2970042529913264,2.2970042529913264,0.8858270049095154,0.8523707985877991,0.9027860164642334,0.8206255435943604
sub-cp033_ses-20211215_level-04B_run-004,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.068471692724971,3.068471692724971,0.8523449301719666,0.8689036965370178,0.8777256608009338,0.9209034442901612
sub-cp033_ses-20211215_level-04B_run-006,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.0539583103147865,3.0539583103147865,0.8578262329101562,0.865189790725708,0.8976647853851318,0.9217125773429872
sub-cp033_ses-20211215_level-04B_run-009,sub-cp033,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.133805860757768,3.133805860757768,0.8665549755096436,0.8543766140937805,0.8686100244522095,0.9312964677810668
sub-cp039_ses-20211219_level-01B_run-001,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,2,1.0,0.05,2.8758891538043523,2.8758891538043523,0.7256266474723816,0.7442318201065063,0.8117168545722961,0.7646275758743286
sub-cp039_ses-20211219_level-01B_run-007,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,2,1.0,0.05,2.7771222729735325,2.7771222729735325,0.7230794429779053,0.7547293901443481,0.7846826314926147,0.758362352848053
sub-cp039_ses-20211219_level-01B_run-012,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,2,1.0,0.05,2.56425522415841,2.56425522415841,0.7307316660881042,0.7378238439559937,0.7394775152206421,0.7390453219413757
sub-cp039_ses-20211219_level-02B_run-003,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,2,2.0,0.05,2.9411639323024428,2.9411639323024428,0.6443843841552734,0.68361496925354,0.7563853859901428,0.7034605145454407
sub-cp039_ses-20211219_level-02B_run-008,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,2,2.0,0.05,2.536281072264152,2.536281072264152,0.7426556348800659,0.7586618065834045,0.7876308560371399,0.7299338579177856
sub-cp039_ses-20211219_level-02B_run-010,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,2,2.0,0.05,3.068064944273494,3.068064944273494,0.6649295091629028,0.7174221873283386,0.7748181819915771,0.7557634115219116
sub-cp039_ses-20211219_level-03B_run-002,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,3.170061214065794,3.170061214065794,0.5799615383148193,0.6300422549247742,0.7090948224067688,0.690729022026062
sub-cp039_ses-20211219_level-03B_run-005,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.869488115371404,2.869488115371404,0.6777315735816956,0.6939185857772827,0.7437794804573059,0.719032883644104
sub-cp039_ses-20211219_level-03B_run-011,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.9637276937910757,2.9637276937910757,0.681087851524353,0.7221056818962097,0.8026310801506042,0.7452644109725952
sub-cp039_ses-20211219_level-04B_run-004,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,2,4.0,0.05,2.979294802978319,2.979294802978319,0.6524469256401062,0.6680713891983032,0.7231403589248657,0.7100878357887268
sub-cp039_ses-20211219_level-04B_run-006,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,2,4.0,0.05,3.093918429915715,3.093918429915715,0.6658515930175781,0.704949676990509,0.7623227834701538,0.7525541186332703
sub-cp039_ses-20211219_level-04B_run-009,sub-cp039,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.154105185449003,3.154105185449003,0.6773090362548828,0.6917405724525452,0.7480729222297668,0.7589429616928101
sub-cp043_ses-20220127_level-01B_run-001,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,1.7364405429519028,1.7364405429519028,0.9062761664390564,0.8667209148406982,0.8497903347015381,0.7870792150497437
sub-cp043_ses-20220127_level-01B_run-007,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,2.172811965953652,2.172811965953652,0.8973169326782227,0.868191123008728,0.8741593360900879,0.8527124524116516
sub-cp043_ses-20220127_level-01B_run-012,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",0,0,1.0,0.05,2.0055900837895644,2.0055900837895644,0.8883368968963623,0.8371046781539917,0.8680785298347473,0.8005304932594299
sub-cp043_ses-20220127_level-02B_run-003,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,1.856911439330266,1.856911439330266,0.8992851376533508,0.9233264923095704,0.8610981106758118,0.7423558235168457
sub-cp043_ses-20220127_level-02B_run-008,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,1,2.0,0.05,1.839635944348876,1.839635944348876,0.913022756576538,0.917768895626068,0.8752779364585876,0.7675976753234863
sub-cp043_ses-20220127_level-02B_run-010,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",1,0,2.0,0.05,1.9191835160848456,1.9191835160848456,0.8953531384468079,0.8711432814598083,0.8524429798126221,0.8142815828323364
sub-cp043_ses-20220127_level-03B_run-002,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.5725850878529557,2.5725850878529557,0.8234172463417053,0.8612658977508545,0.878043532371521,0.8265188932418823
sub-cp043_ses-20220127_level-03B_run-005,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.4330643347561387,2.4330643347561387,0.8617144227027893,0.8938575387001038,0.915055811405182,0.8144712448120117
sub-cp043_ses-20220127_level-03B_run-011,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",2,2,3.0,0.05,2.7419621278888737,2.7419621278888737,0.8460288047790527,0.8384899497032166,0.9120333194732666,0.8518739342689514
sub-cp043_ses-20220127_level-04B_run-004,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.297256965333349,3.297256965333349,0.8303722739219666,0.8526294827461243,0.8743038773536682,0.9288567900657654
sub-cp043_ses-20220127_level-04B_run-006,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.1550527695900845,3.1550527695900845,0.8264869451522827,0.8565556406974792,0.880915105342865,0.912534236907959
sub-cp043_ses-20220127_level-04B_run-009,sub-cp043,1,hybrid,1000,42,51,50,"{""centroids_per_class"":3,""epochs"":1,""learning_rate"":0.1,""margin_threshold"":0.0}",3,3,4.0,0.05,3.083644074732677,3.083644074732677,0.8339680433273315,0.8576809167861938,0.8919429183006287,0.9087817668914796
sub-cp009_ses-20210129_level-01B_run-001,sub-cp009,2,hybrid,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0,0,1.0,0.05,2.090784403631249,2.090784403631249,0.8314448595046997,0.8084436655044556,0.7945883870124817,0.7821998596191406
sub-cp009_ses-20210129_level-01B_run-007,sub-cp009,2,hybrid,1000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0,0,1.0,0.05,1.983244965704614,1.983244965704614,0.8646280169487,0.8605881929397583,0.8264076113700867,0.7943309545516968
